CPT_id	rootSource	name	obsolete	atomCount	concepts
93975	CPT	Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; complete study	False	9	C5415514;C5415513;C5697061;C5415515;C5415516;C5415517;C0519183
93976	CPT	Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; limited study	False	9	C5415519;C5415521;C5697062;C5415520;C5415518;C5415522;C0519184
93978	CPT	Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts; complete study	False	8	C5415525;C5697063;C5415526;C5415523;C5415524;C0374360
93979	CPT	Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts; unilateral or limited study	False	12	C5697064;C5415528;C5415529;C3526898;C5415530;C3526896;C3526899;C3526897;C5415527;C0374361
93980	CPT	Duplex scan of arterial inflow and venous outflow of penile vessels; complete study	False	5	C5697065;C5415531;C0374362
93981	CPT	Duplex scan of arterial inflow and venous outflow of penile vessels; follow-up or limited study	False	6	C0374363;C5697066;C5415532;C5415533
93990	CPT	Duplex scan of hemodialysis access (including arterial inflow, body of access and venous outflow)	False	5	C0374364;C5697069;C5415536
93998	CPT	Unlisted noninvasive vascular diagnostic study	False	5	C3248239;C3248364
95851	CPT	Range of motion measurements and report (separate procedure); each extremity (excluding hand) or each trunk section (spine)	False	6	C3526977;C5697175;C3526978;C0374431
95852	CPT	Range of motion measurements and report (separate procedure); hand, with or without comparison with normal side	False	6	C5415715;C0204063;C5415714;C5697176
95992	CPT	Canalith repositioning procedure(s) (eg, Epley maneuver, Semont maneuver), per day	False	5	C5697251;C1096698;C5415840
96000	CPT	Comprehensive computer-based motion analysis by video-taping and 3D kinematics	False	5	C0973355;C5697253;C5415843
96001	CPT	Comprehensive computer-based motion analysis by video-taping and 3D kinematics; with dynamic plantar pressure measurements during walking	False	5	C0973356;C5697254;C5415844
96002	CPT	Dynamic surface electromyography, during walking or other functional activities, 1-12 muscles	False	6	C5415845;C0973357;C5697255;C5415846
96105	CPT	Assessment of aphasia (includes assessment of expressive and receptive speech and language function, language comprehension, speech production ability, reading, spelling, writing, eg, by Boston Diagnostic Aphasia Examination) with interpretation and report, per hour	False	5	C5415852;C5697267;C0374463
96125	CPT	Standardized cognitive performance testing (eg, Ross Information Processing Assessment) per hour of a qualified health care professional's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report	False	5	C1964073;C5697268;C5415853
97010	CPT	Application of a modality to 1 or more areas; hot or cold packs	False	8	C5415987;C0374482;C5697342;C5415985;C5415988;C5415986
97012	CPT	Application of a modality to 1 or more areas; traction, mechanical	False	6	C5415990;C0553622;C5415989;C0374483
97016	CPT	Application of a modality to 1 or more areas; vasopneumatic devices	False	6	C5697344;C5415993;C0374485;C5415994
97018	CPT	Application of a modality to 1 or more areas; paraffin bath	False	6	C5415995;C5415996;C5697345;C0374486
97022	CPT	Application of a modality to 1 or more areas; whirlpool	False	6	C5697346;C5416764;C5415997;C0374488
97024	CPT	Application of a modality to 1 or more areas; diathermy (eg, microwave)	False	6	C5697347;C5415998;C5415999;C0374489
97026	CPT	Application of a modality to 1 or more areas; infrared	False	6	C5697348;C0374490;C5416001;C5416000
97028	CPT	Application of a modality to 1 or more areas; ultraviolet	False	6	C5416003;C5697349;C5416002;C0374491
97032	CPT	Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes	False	6	C0374492;C5416004;C5697350;C5416005
97033	CPT	Application of a modality to 1 or more areas; iontophoresis, each 15 minutes	False	6	C5697351;C5416006;C5416007;C0374493
97034	CPT	Application of a modality to 1 or more areas; contrast baths, each 15 minutes	False	6	C5697352;C0374494;C5416008;C5416009
97035	CPT	Application of a modality to 1 or more areas; ultrasound, each 15 minutes	False	6	C5416011;C5697353;C5416010;C0374495
97036	CPT	Application of a modality to 1 or more areas; Hubbard tank, each 15 minutes	False	6	C5697354;C0374496;C5416013;C5416012
97039	CPT	Unlisted modality (specify type and time if constant attendance)	False	5	C5697355;C5416014;C0374497
97110	CPT	Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility	False	5	C0374498;C3517306;C5697356
97112	CPT	Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities	False	6	C0374499;C5697357;C5416015;C5416016
97113	CPT	Therapeutic procedure, 1 or more areas, each 15 minutes; aquatic therapy with therapeutic exercises	False	6	C0374500;C5697358;C5416017;C5416018
97116	CPT	Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)	False	6	C5697359;C5416019;C5416020;C0374501
97124	CPT	Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)	False	12	C5697360;C5416023;C5416024;C5416028;C5416022;C5416021;C5416026;C5416025;C5416027;C0374503
97129	CPT	Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; initial 15 minutes	False	5	C5697361;C5202410;C5202411
97130	CPT	Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; each additional 15 minutes (List separately in addition to code for primary procedure)	False	5	C5697362;C5202412;C5202414
97139	CPT	Unlisted therapeutic procedure (specify)	False	5	C0393107;C5416029;C0374504
97140	CPT	Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes	False	6	C5416030;C5697363;C0695171;C5416031
97150	CPT	Therapeutic procedure(s), group (2 or more individuals)	False	5	C0374505;C5697364
97161	CPT	Physical therapy evaluation: low complexity, requiring these components: A history with no personal factors and/or comorbidities that impact the plan of care; An examination of body system(s) using standardized tests and measures addressing 1-2 elements from any of the following: body structures and functions, activity limitations, and/or participation restrictions; A clinical presentation with stable and/or uncomplicated characteristics; and Clinical decision making of low complexity using standardized patient assessment instrument and/or measurable assessment of functional outcome. Typically, 20 minutes are spent face-to-face with the patient and/or family.	False	5	C4292027;C4291816;C5416042
97162	CPT	Physical therapy evaluation: moderate complexity, requiring these components: A history of present problem with 1-2 personal factors and/or comorbidities that impact the plan of care; An examination of body systems using standardized tests and measures in addressing a total of 3 or more elements from any of the following: body structures and functions, activity limitations, and/or participation restrictions; An evolving clinical presentation with changing characteristics; and Clinical decision making of moderate complexity using standardized patient assessment instrument and/or measurable assessment of functional outcome. Typically, 30 minutes are spent face-to-face with the patient and/or family.	False	7	C5416044;C5416043;C4291817;C4292028;C5416045
97163	CPT	Physical therapy evaluation: high complexity, requiring these components: A history of present problem with 3 or more personal factors and/or comorbidities that impact the plan of care; An examination of body systems using standardized tests and measures addressing a total of 4 or more elements from any of the following: body structures and functions, activity limitations, and/or participation restrictions; A clinical presentation with unstable and unpredictable characteristics; and Clinical decision making of high complexity using standardized patient assessment instrument and/or measurable assessment of functional outcome. Typically, 45 minutes are spent face-to-face with the patient and/or family.	False	7	C5416048;C5416047;C4292029;C4291818;C5416046
97164	CPT	Re-evaluation of physical therapy established plan of care, requiring these components: An examination including a review of history and use of standardized tests and measures is required; and Revised plan of care using a standardized patient assessment instrument and/or measurable assessment of functional outcome Typically, 20 minutes are spent face-to-face with the patient and/or family.	False	7	C4292030;C5416050;C4291819;C5416049;C5416051
97165	CPT	Occupational therapy evaluation, low complexity, requiring these components: An occupational profile and medical and therapy history, which includes a brief history including review of medical and/or therapy records relating to the presenting problem; An assessment(s) that identifies 1-3 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of low complexity, which includes an analysis of the occupational profile, analysis of data from problem-focused assessment(s), and consideration of a limited number of treatment options. Patient presents with no comorbidities that affect occupational performance. Modification of tasks or assistance (eg, physical or verbal) with assessment(s) is not necessary to enable completion of evaluation component. Typically, 30 minutes are spent face-to-face with the patient and/or family.	False	7	C4291820;C4292031;C5416053;C5416054;C5416052
97166	CPT	Occupational therapy evaluation, moderate complexity, requiring these components: An occupational profile and medical and therapy history, which includes an expanded review of medical and/or therapy records and additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 3-5 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of moderate analytic complexity, which includes an analysis of the occupational profile, analysis of data from detailed assessment(s), and consideration of several treatment options. Patient may present with comorbidities that affect occupational performance. Minimal to moderate modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 45 minutes are spent face-to-face with the patient and/or family.	False	7	C4291821;C4292032;C5416056;C5416055;C5416057
97167	CPT	Occupational therapy evaluation, high complexity, requiring these components: An occupational profile and medical and therapy history, which includes review of medical and/or therapy records and extensive additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 5 or more performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of high analytic complexity, which includes an analysis of the patient profile, analysis of data from comprehensive assessment(s), and consideration of multiple treatment options. Patient presents with comorbidities that affect occupational performance. Significant modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 60 minutes are spent face-to-face with the patient and/or family.	False	7	C4291822;C5416059;C5697340;C5416058;C5416060
97168	CPT	Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.	False	7	C4291823;C5416061;C5416063;C5697341;C5416062
